building_id,site_id,building_id_kaggle,site_id_kaggle,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,hotwater,chilledwater,steam,water,irrigation,solar,gas,industry,subindustry,heatingtype,yearbuilt,date_opened,numberoffloors,occupants,energystarscore,eui,site_eui,source_eui,leed_level,rating,climate_zone
Fox_lodging_Isabell,Fox,204.0,2.0,Lodging/residential,Dormitory,2875.3,30949.0,33.42442530000004,-111.9281403999998,US/Mountain,Yes,Yes,Yes,,,,,,Education,College/University,,1951.0,,,,,,,,,,Mixed
Bear_lodging_Dannie,Bear,581.0,4.0,Lodging/residential,Lodging/residential,2137.9,23012.0,37.87190340000004,-122.26072860000008,US/Pacific,Yes,,,,,,,,,,,1930.0,,3.0,,,,,,,,Mixed
Rat_lodging_Marguerite,Rat,449.0,3.0,Lodging/residential,Other - Lodging/Residential,1703.8,18340.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,1900.0,,,,,,,,,,Mixed
Rat_lodging_Ardell,Rat,436.0,3.0,Lodging/residential,Other - Lodging/Residential,1446.9,15574.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Rat_lodging_Dwight,Rat,342.0,3.0,Lodging/residential,Other - Lodging/Residential,1432.6,15420.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Rat_lodging_Marion,Rat,533.0,3.0,Lodging/residential,Other - Lodging/Residential,1105.5,11900.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Bull_lodging_Abby,Bull,936.0,9.0,Lodging/residential,Dormitory,1054.4,11350.0,30.26719999999989,-97.7430999999998,US/Central,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Bull_lodging_Elena,Bull,938.0,9.0,Lodging/residential,Dormitory,1043.0,11227.0,30.26719999999989,-97.7430999999998,US/Central,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Bull_lodging_Graciela,Bull,937.0,9.0,Lodging/residential,Dormitory,961.2,10346.0,30.26719999999989,-97.7430999999998,US/Central,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Bull_lodging_Charlotte,Bull,940.0,9.0,Lodging/residential,Dormitory,750.6,8079.0,30.26719999999989,-97.7430999999998,US/Central,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Bull_lodging_Xavier,Bull,941.0,9.0,Lodging/residential,Dormitory,750.6,8079.0,30.26719999999989,-97.7430999999998,US/Central,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Bull_lodging_Allen,Bull,939.0,9.0,Lodging/residential,Dormitory,748.0,8051.0,30.26719999999989,-97.7430999999998,US/Central,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Rat_lodging_Lakisha,Rat,345.0,3.0,Lodging/residential,Multifamily Housing,673.5,7250.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,Mixed
Bobcat_lodging_Darin,Bobcat,1026.0,10.0,Lodging/residential,Residence Hall/Dormitory,8220.1,88480.0,,,US/Mountain,Yes,,,,Yes,,,Yes,,,,,,1.0,216.0,,,,,,,Unknown
Eagle_lodging_Terri,Eagle,1280.0,14.0,Lodging/residential,Housing,7422.9,79900.0,,,US/Eastern,Yes,,Yes,,,,,,,,,,,,,,,,,,,Unknown
Eagle_lodging_Stephanie,Eagle,1312.0,14.0,Lodging/residential,Housing,6967.7,75000.0,,,US/Eastern,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Unknown
Eagle_lodging_Garland,Eagle,,14.0,Lodging/residential,Housing,6700.0,72118.0,,,US/Eastern,Yes,,,,,,,,,,,,,,,,,,,,,Unknown
Eagle_lodging_Andy,Eagle,1311.0,14.0,Lodging/residential,Housing,6205.4,66794.0,,,US/Eastern,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Unknown
Eagle_lodging_Casey,Eagle,1307.0,14.0,Lodging/residential,Housing,6132.8,66013.0,,,US/Eastern,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,Unknown
Eagle_lodging_Dawn,Eagle,1308.0,14.0,Lodging/residential,Housing,5785.9,62279.0,,,US/Eastern,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,Unknown
Eagle_lodging_Edgardo,Eagle,1309.0,14.0,Lodging/residential,Housing,5392.2,58041.0,,,US/Eastern,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,Unknown
Eagle_lodging_Trina,Eagle,1310.0,14.0,Lodging/residential,Housing,5320.9,57274.0,,,US/Eastern,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,Unknown
Eagle_lodging_Tressa,Eagle,1306.0,14.0,Lodging/residential,Housing,5032.7,54172.0,,,US/Eastern,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,Unknown
Bobcat_lodging_Nickolas,Bobcat,1025.0,10.0,Lodging/residential,Residence Hall/Dormitory,4834.1,52034.0,,,US/Mountain,Yes,,,,Yes,,,,,,,,,2.0,166.0,,,,,,,Unknown
Eagle_lodging_Blake,Eagle,1305.0,14.0,Lodging/residential,Housing,3512.0,37803.0,,,US/Eastern,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Unknown
Bobcat_lodging_Melaine,Bobcat,1027.0,10.0,Lodging/residential,Residence Hall/Dormitory,3294.8,35465.0,,,US/Mountain,Yes,,,,Yes,,,Yes,,,,,,2.0,0.0,,,,,,,Unknown
